Wave,Spawnpoint,Bot Number,Damage Dealt,Time Alive,Escaped
1,4,1,0,3,0
1,3,0,0,3.88,0
1,3,2,0,3.26,0
1,2,4,0,3.02,0
1,1,2,2,4.06,0
1,1,5,0,5.12,0
1,4,8,4,3.9,0
1,4,3,3,7.079999,0
1,3,7,2,5.82,0
1,1,8,0,5.619999,0
1,4,4,9,7.86,0
1,3,5,2,7.42,0
1,1,0,6,10.14,0
1,2,9,0,6.22,0
1,2,5,5,9.139999,0
1,2,1,0,11.44,0
1,1,9,5,7.579999,0
1,1,4,11,10.2,0
1,4,7,9,9.699999,0
1,4,5,10,10.98,0
1,3,1,4,13.06,0
1,1,6,3,10.74,0
1,4,0,13,13.84,0
1,3,4,11,12.28,0
1,2,7,19,11.54,0
1,4,9,22,11.04,0
1,2,0,18,15.84,0
1,3,9,3,12.06,0
1,1,3,9,15.9,0
1,2,2,16,18.02,0
1,1,1,5,19.72,0
1,3,8,7,16.24,0
1,4,2,6,21.4,0
1,2,6,8,20.48,0
1,1,7,9,20.26,0
1,3,6,11,21.14,0
1,4,6,14,23.46,0
1,2,8,20,22.94,0
1,3,3,15,27.96,0
1,2,3,12,29.04,0
2,2,3,0,1.080002,0
2,2,1,0,2.16,0
2,4,0,0,3.359999,0
2,1,0,5,4.339998,0
2,1,2,1,3.560001,0
2,1,5,0,2.779999,0
2,4,2,7,4.66,0
2,2,0,3,5.9,0
2,4,1,0,6.600002,0
2,2,11,0,1.759998,0
2,2,2,4,6.5,0
2,4,8,4,3.860001,0
2,3,9,0,3.66,0
2,4,10,2,3.360001,0
2,3,6,0,6.459999,0
2,1,11,4,4.16,0
2,3,3,0,8.360001,0
2,2,4,0,8.060001,0
2,2,8,3,6.279999,0
2,4,4,11,8.5,0
2,2,9,3,6.360001,0
2,2,10,1,5.98,0
2,4,6,9,8,0
2,4,5,0,8.939999,0
2,1,3,5,10.62,0
2,1,4,14,10.96,0
2,1,8,12,9.079998,0
2,1,1,15,13.18,0
2,4,9,2,9.34,0
2,4,3,13,13.56,0
2,3,5,0,13.58,0
2,4,11,22,11.18,0
2,3,10,7,12.22,0
2,3,0,9,17.86,0
2,3,1,6,20.66,0
2,3,7,8,20.42,0
2,2,5,27,21.58,0
2,1,6,21,21.54,0
2,3,11,12,19.44,0
2,1,9,9,22.02,0
2,3,8,12,23.02,0
2,1,10,20,22.54,0
2,2,7,16,24.34,0
2,1,7,13,24.52,0
2,2,6,17,27.66,0
2,4,7,25,30,0
2,3,2,11,34.3,0
2,3,4,10,33.36,0
3,2,0,0,1.760002,0
3,2,1,0,2.080002,0
3,2,3,0,1.32,0
3,2,2,0,2.119995,0
3,3,3,0,2,0
3,3,4,0,1.740005,0
3,4,2,0,2.939995,0
3,1,3,0,3.479996,0
3,1,8,0,1.039993,0
3,3,5,0,2.959999,0
3,2,6,0,2.459999,0
3,4,5,3,3.659996,0
3,3,11,0,1.159996,0
3,3,10,0,1.739998,0
3,2,8,0,2.839996,0
3,3,1,3,6.979996,0
3,3,8,0,3.979996,0
3,1,0,10,9.300003,0
3,4,11,3,3.699997,0
3,2,11,0,3.739998,0
3,4,6,0,6.299995,0
3,1,1,11,9.259995,0
3,1,7,2,6.959999,0
3,2,9,1,6.019997,0
3,1,5,9,9.399994,0
