Wave,Spawnpoint,Bot Number,Damage Dealt,Time Alive,Escaped
5,4,8,11,15.03999,0
5,3,5,10,16.84,0
5,4,9,17,15.56,0
5,4,2,7,20.03999,0
5,3,9,7,17.17999,0
5,2,7,2,19.74001,0
5,3,3,13,23.01999,0
5,1,6,0,24.35999,0
5,1,9,7,24.23999,0
6,2,1,0,1.460007,0
6,3,0,0,2.840012,0
6,1,3,0,2.360001,0
6,4,0,3,4,0
6,1,4,0,2.880005,0
6,1,1,0,4.5,0
6,4,3,0,3.539993,0
6,3,3,3,4,0
6,4,6,1,3.240005,0
6,2,0,0,7.059998,0
6,1,8,0,3.119995,0
6,4,5,0,4.660004,0
6,2,5,4,5.300003,0
6,3,8,5,4.080002,0
6,4,8,5,4.319992,0
6,4,2,2,7.899994,0
6,3,1,7,8.740005,0
6,2,7,5,6.039993,0
6,2,6,9,6.919998,0
6,4,1,5,10.3,0
6,3,4,1,10.02,0
6,1,0,17,12.54001,0
6,3,7,9,9.240005,0
6,1,2,5,12.03999,0
6,2,3,18,11.8,0
6,3,9,5,9.779999,0
6,2,8,4,10.3,0
6,4,7,0,10.8,0
6,3,2,7,13.45999,0
6,4,9,11,11.15999,0
6,3,5,13,13.44,0
6,1,6,14,13.66,0
6,2,4,11,15.34001,0
6,1,5,2,15.94,0
6,4,4,10,17.04001,0
6,1,9,1,16.01999,0
6,1,7,9,17.12,0
6,2,9,8,17.29999,0
6,2,2,13,25.56,0
6,3,6,13,26.64,0
7,2,1,0,1.399994,0
7,4,0,0,2.600006,0
7,1,3,0,1.419998,0
7,1,1,0,2.679993,0
7,4,4,0,1.840012,0
7,1,5,0,2.320007,0
7,3,2,3,3.899994,0
7,3,9,0,0.7399902,0
7,4,7,0,1.880005,0
7,4,2,0,4.519989,0
7,1,4,0,3.540009,0
7,1,6,0,2.619995,0
7,4,6,0,3.619995,0
7,2,0,6,8.400009,0
7,1,2,0,7.419998,0
7,3,0,2,8.5,0
7,4,9,5,4.23999,0
7,4,3,4,7.919998,0
7,3,1,4,9.099991,0
7,1,7,0,6.180008,0
7,3,5,0,7.559998,0
7,2,3,3,9.720001,0
7,3,8,7,8.160004,0
7,4,8,0,8.300003,0
7,3,7,12,10.46001,0
7,2,4,10,12.38,0
7,3,3,15,13.02,0
7,2,6,8,11.74001,0
7,2,8,5,11.86,0
7,1,9,0,12.98,0
7,4,1,18,17.17999,0
7,4,5,0,15.24001,0
7,3,4,5,16.16,0
7,2,9,15,14.42,0
7,1,8,6,16.16,0
7,2,7,0,18.34,0
7,2,5,14,22.42,0
7,2,2,20,25.56,0
7,1,0,28,28.92,0
7,3,6,2,28.60001,0
8,1,0,0,0.2799988,0
8,2,0,0,2.579987,0
8,3,1,0,3.419998,0
8,1,1,3,3.619995,0
8,2,2,0,4.019989,0
8,2,7,0,2.12001,0
8,1,3,0,4.900009,0
8,1,4,4,4.399994,0
8,3,2,2,6.319992,0
8,1,9,0,2.839996,0
8,4,2,0,7.039993,0
8,2,3,7,8.400009,0
8,3,0,0,10.37999,0
8,1,2,0,9.639999,0
8,2,1,3,10.48,0
8,2,4,0,9.139999,0
8,2,6,0,8.26001,0
8,4,1,12,10.87999,0
8,4,0,5,11.89999,0
8,4,5,4,9.339996,0
8,3,8,5,8.059998,0
8,3,9,0,7.720001,0
8,2,5,5,10.64,0
8,4,4,14,11.22,0
8,4,3,0,12.84001,0
8,1,8,10,11.24001,0
8,1,6,12,14.60001,0
8,3,3,17,16.70001,0
8,1,5,13,15.95999,0
8,4,6,5,15.60001,0
8,3,4,4,17.34,0
8,2,8,10,17.98001,0
8,3,6,6,19.66002,0
8,4,8,6,18.88,0
8,1,7,5,19.66,0
8,4,9,9,19.72,0
8,3,7,11,23.01999,0
8,2,9,4,22.82001,0
8,4,7,3,26.34,0
8,3,5,8,28.96001,0
9,3,1,0,0.8800049,0
9,2,1,0,1.380005,0
9,2,0,0,2.200012,0
9,3,0,0,2.980011,0
9,1,2,0,2.320007,0
9,2,2,0,2.980011,0
9,1,0,0,4.519989,0
9,1,6,0,2.380005,0
9,3,3,0,4.680023,0
9,4,1,2,6.059998,0
9,3,8,0,2.660004,0
9,4,5,0,4.579987,0
9,1,9,5,4.339996,0
9,2,4,0,7.140015,0
9,4,4,0,7.220001,0
9,3,2,5,8.820007,0
9,4,8,0,6.080017,0
9,1,3,1,9.220001,0
9,1,1,0,11,0
9,2,8,2,7.940002,0
9,2,5,12,10.28,0
9,1,5,5,11.84,0
9,3,7,0,10.98001,0
9,1,7,9,11.28,0
9,3,6,4,12.13998,0
9,3,4,4,13.30002,0
9,4,6,20,13.12,0
9,2,7,6,15.42001,0
9,4,3,12,18.16,0
9,3,9,10,15.84,0
9,4,2,17,21.95999,0
9,4,7,8,20.92001,0
9,4,0,11,24.48001,0
9,2,3,14,23.80002,0
9,2,9,27,21.72,0
9,1,8,20,22.44,0
9,3,5,11,27.62,0
9,1,4,12,28.66,0
9,4,9,23,28.98001,0
9,2,6,25,31.44,0
10,3,1,0,3.26001,0
10,1,1,3,3.73999,0
10,4,2,2,3.460022,0
10,4,4,2,3.5,0
10,1,3,2,4.660004,0
10,1,0,5,6.559998,0
10,1,2,10,6.26001,0
10,2,3,2,6.140015,0
10,1,9,0,3.519989,0
10,4,7,5,4.940002,0
10,3,3,2,8.360016,0
10,3,6,9,6.880005,0
10,4,3,2,8.559998,0
10,1,8,1,6.179993,0
10,4,8,0,6.839996,0
10,4,1,4,10.78,0
10,2,0,6,11.56,0
10,3,8,6,7.880005,0
10,1,5,11,11.17999,0
10,3,9,0,10.01999,0
10,2,7,3,11.34,0
10,1,7,6,12.39999,0
10,4,5,12,13.66,0
10,2,8,9,13.62,0
10,1,4,14,17.03998,0
10,4,0,20,19.09998,0
10,2,1,3,19.67999,0
10,3,7,17,17.06,0
10,3,4,11,18.84,0
10,2,4,2,19.28,0
10,2,5,17,19.16,0
10,3,5,12,20.63998,0
10,4,6,19,20.14001,0
10,2,9,4,20.06,0
10,3,0,25,24.79999,0
10,1,6,10,22.42001,0
10,2,6,9,23.89999,0
10,4,9,17,24.06,0
10,2,2,15,29.96002,0
10,3,2,10,30.48001,0
