Wave,Spawnpoint,Bot Number,Damage Dealt,Time Alive,Escaped
1,3,0,0,2.76,0
1,3,6,0,1.28,0
1,2,2,0,3.72,0
1,2,7,0,1.52,0
1,3,7,0,1.54,0
1,2,8,0,1.64,0
1,4,5,0,3.2,0
1,1,4,2,3.96,0
1,3,4,9,5.22,0
1,1,3,0,7.559999,0
1,1,8,0,5.2,0
1,2,1,7,9.32,0
1,3,8,0,6.32,0
1,2,0,0,10.6,0
1,4,2,18,10.84,0
1,2,6,4,9.059999,0
1,1,6,4,9.92,0
1,4,6,6,10.22,0
1,4,9,13,9.54,0
1,4,8,10,12.2,0
1,2,3,22,17.68,0
1,3,2,16,18.46,0
1,1,5,10,17.24,0
1,3,1,5,19.64,0
1,4,1,10,20.38,0
1,1,2,5,20.36,0
1,3,3,2,20.9,0
1,1,0,10,24.2,0
1,4,4,17,22.44,0
1,2,5,19,22.94,0
1,4,3,6,24.52,0
1,1,7,16,22.78,0
1,2,9,3,22.32,0
1,4,7,10,23.52,0
1,3,9,17,27.3,0
1,3,5,12,30.54,0
1,1,1,27,36.58,0
1,2,4,12,37.32,0
1,4,0,23,41.7,0
1,1,9,21,41.36,0
2,1,0,2,3.720001,0
2,2,3,0,2.200001,0
2,4,2,0,3.439999,0
2,1,4,0,3.259998,0
2,2,4,2,3.759998,0
2,1,7,0,2.559998,0
2,3,0,5,6.360001,0
2,1,2,0,5.939999,0
2,1,8,0,3.179996,0
2,4,5,5,4.899998,0
2,4,3,0,6.079998,0
2,4,1,0,8.700001,0
2,2,1,10,9.52,0
2,3,9,0,5.679996,0
2,3,8,4,6.259998,0
2,2,0,12,11.38,0
2,2,9,3,7,0
2,4,7,9,8.099998,0
2,4,8,6,7.579998,0
2,4,0,12,12.02,0
2,2,8,8,8.559998,0
2,1,6,9,10.86,0
2,3,6,4,12.32,0
2,1,5,16,13.52,0
2,4,9,14,14.77999,0
2,3,7,19,17.52,0
2,2,6,14,18.96,0
2,4,6,9,20.36,0
2,1,3,21,22.52,0
2,2,7,11,22.16,0
2,3,5,10,23.4,0
2,3,4,16,24.02,0
2,2,5,31,27.36,0
2,1,1,16,31.86,0
2,3,1,11,31.94,0
2,3,2,6,32.78,0
2,4,4,39,33.42,0
2,2,2,20,41.8,0
2,3,3,19,42.64,0
2,1,9,12,50.23999,1
3,3,0,3,3.68,0
3,3,5,0,1.619995,0
3,3,3,0,2.900002,0
3,3,6,0,1.880005,0
3,4,0,8,4.959999,0
3,2,2,4,4.220001,0
3,4,4,0,3.279999,0
3,4,1,0,5.080002,0
3,1,7,0,2.239998,0
3,1,5,0,3.720001,0
3,4,9,3,4.239998,0
3,4,6,0,5.900002,0
3,4,3,4,7.5,0
3,2,1,2,9.400002,0
3,2,3,0,8.779999,0
3,4,2,10,9.5,0
3,1,1,3,12.7,0
3,2,9,11,10.07999,0
3,1,3,9,13.22,0
3,4,8,9,12.48,0
3,3,9,5,12.07999,0
3,2,6,11,14.22,0
3,1,8,9,13.53999,0
3,2,7,6,15.16,0
3,2,5,1,18.24,0
3,1,2,22,19.86,0
3,4,7,14,19.92,0
3,2,0,9,23.6,0
3,1,9,11,20.24,0
3,1,0,23,25.68,0
3,3,8,7,21.86,0
3,1,6,2,24.68001,0
3,4,5,19,27.04,0
3,2,4,3,28.57999,0
3,2,8,4,26.75999,0
3,1,4,16,29.77999,0
3,3,2,17,31.46,0
3,3,7,18,29.86,0
3,3,4,14,31.63999,0
3,3,1,14,35.86001,1
4,2,0,1,3.440002,0
4,2,6,0,0.7200012,0
